site,notes,id,type,population,agohet,avefat,brohor,bromad,callut,calpau,cenmel,clagra,cuscal,diccap,epibra,hemcon,horbra,lacsal,lacser,lascal,lepnit,linbic,lolmul,lothum,lotwra,medicago,micdou,mullen,navjep,phlgra,plaere,poasec,taecap,trialb,tribif,trifuc,vulmic,vulmyr,dissected
6,,154,alpha,yellow,0,0,33,0,0,1,0,6,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,1,0,0
6,,155,alpha,yellow,0,0,48,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,0,0,0,0,0,9,0,0
6,,156,alpha,yellow,1,0,80,0,0,1,0,10,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,6,0,0,0,0,0,4,0,0
6,,157,alpha,red,0,0,16,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0
6,,158,alpha,red,0,0,40,0,0,1,0,9,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0
6,,159,alpha,red,0,0,16,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,1,0,2,0,0
6,,160,alpha,green,0,0,32,1,0,1,0,5,0,0,2,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,3,0,0
6,,161,alpha,green,0,0,29,1,0,1,0,4,0,0,0,2,0,0,0,0,0,0,5,0,8,0,0,0,0,0,2,0,0,0,0,0,2,0,0
6,,162,alpha,green,0,0,14,0,0,1,0,5,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,6,0,0
6,,163,alpha,grey,0,0,13,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,5,0,0,0,0,0,3,0,0
6,,164,alpha,grey,0,0,22,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,3,0,0
6,,165,alpha,grey,0,0,2,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0
6,,166,alpha,green,0,0,29,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,5,0,1,0,0,0,0,0,2,0,0,0,0,0,4,0,0
6,,167,alpha,red,0,0,14,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,23,0,0
6,,168,alpha,red,0,0,38,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,14,0,0
6,,169,alpha,grey,0,0,21,0,0,0,0,24,0,0,0,5,0,0,0,0,0,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0,9,0,0
6,,170,alpha,grey,0,0,46,0,0,0,0,17,0,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0
6,,171,alpha,grey,0,0,34,0,0,0,0,8,0,0,1,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,,172,alpha,yellow,0,0,25,0,0,3,0,16,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,3,0,1,0,0
6,,173,alpha,yellow,0,0,24,0,0,2,0,10,0,0,0,4,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,,174,alpha,yellow,0,0,68,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,2,0,0
6,,175,alpha,red,0,0,34,0,0,0,0,12,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0
6,,176,alpha,red,0,0,46,0,0,0,0,17,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6,,177,alpha,red,0,0,90,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,2,0,0
6,,178,alpha,green,0,0,42,0,0,0,0,12,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0
6,,179,alpha,green,0,0,68,0,0,2,0,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0
6,,180,alpha,green,0,0,34,0,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
6,,181,alpha,grey,0,0,86,0,0,2,0,6,0,0,0,5,0,0,0,0,1,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
6,,182,alpha,grey,0,0,74,0,0,10,0,5,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,,183,alpha,grey,0,0,58,0,0,7,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
6,,184,alpha,yellow,0,0,85,0,0,8,0,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
6,,185,alpha,yellow,0,0,70,0,0,9,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0
6,,186,alpha,yellow,0,0,42,0,0,1,0,0,0,0,0,4,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0
6,,187,alpha,red,0,0,60,0,0,5,0,5,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0
6,,188,alpha,red,0,0,38,0,0,6,0,3,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
6,,189,alpha,red,0,0,57,0,0,0,0,26,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0
6,,190,alpha,green,0,0,17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0
6,,191,alpha,green,0,0,25,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
6,,192,alpha,green,0,0,40,0,0,0,0,27,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,2,0,0
6,,193,alpha,grey,0,0,12,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
6,,194,alpha,grey,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6,,195,alpha,grey,0,0,36,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0
6,,196,alpha,yellow,0,0,42,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0
6,,197,alpha,yellow,0,0,72,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,,198,alpha,yellow,0,0,13,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0
6,,199,alpha,red,0,0,52,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,,200,alpha,red,0,0,21,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0
6,,201,alpha,red,0,0,60,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,8,0,0
6,,202,alpha,green,0,0,54,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,11,0,0
6,,203,alpha,green,0,0,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,18,0,0
6,,204,alpha,green,0,0,34,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,17,0,0
6,,205,alpha,grey,0,0,39,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,1,0,0
6,,206,alpha,grey,0,0,20,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,3,0,0
6,,207,alpha,grey,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,10,0,0
6,,208,alpha,yellow,0,0,28,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0
6,,209,alpha,yellow,0,0,26,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,7,0,0
6,,210,alpha,yellow,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,15,0,0
6,,211,alpha,red,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
6,,212,alpha,red,0,0,46,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0
6,,213,alpha,red,0,0,31,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,8,0,0,0,0,0,12,0,0
6,,214,alpha,green,0,0,35,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,13,0,0
6,,215,alpha,green,0,0,18,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
6,,216,alpha,green,0,0,6,0,0,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,0
6,,217,alpha,grey,0,0,36,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,6,0,0
6,,218,alpha,grey,0,0,25,0,0,0,0,12,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,0,0
6,,219,alpha,grey,0,0,19,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,20,0,0
6,,220,alpha,yellow,0,0,15,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10,0,0
6,,221,alpha,yellow,1,0,28,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,0,0,0,0,0,11,0,0
6,,222,alpha,yellow,1,0,18,0,0,1,0,2,0,0,0,2,0,0,0,0,2,0,5,0,5,0,0,0,0,0,9,0,0,0,0,0,8,0,0
6,,223,alpha,yellow,0,0,32,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,7,0,0
6,,224,alpha,red,0,0,30,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,2,0,0,0,0,0,1,0,3,0,0,0,0,0,7,0,0
6,,225,alpha,yellow,0,0,30,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,0,0,2,0,0
6,,226,alpha,green,0,0,19,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,2,0,5,0,0,0,0,0,5,0,0,0,0,0,2,0,0
6,,227,alpha,green,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,,228,alpha,red,0,0,10,0,0,1,0,2,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,8,0,0
6,,229,alpha,green,0,0,38,0,0,3,0,2,0,0,0,5,0,0,0,0,3,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0
6,,230,alpha,grey,1,1,63,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0
6,,231,alpha,red,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,,232,alpha,green,1,1,39,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,13,0,0,0,0,0,4,0,0
6,missing some values,233,alpha,green,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,,234,alpha,grey,1,1,18,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,19,0,0,0,0,0,4,0,0
6,,235,alpha,grey,0,2,24,0,0,3,0,6,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0
6,,236,alpha,yellow,0,2,11,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
6,,237,alpha,yellow,1,2,7,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,0,0,0,10,0,0,0,0,0,11,0,0
6,,238,alpha,red,1,1,26,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,1,0,0,4,0,0,0,0,0,4,0,0
6,,239,alpha,red,0,2,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,6,0,0,0,0,0,11,0,0
6,,240,alpha,green,0,3,64,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,3,0,0
6,,241,alpha,green,0,2,40,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,13,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0
6,,242,alpha,grey,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,,243,alpha,grey,0,0,8,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,28,0,3,0,0,0,0,0,3,0,0,0,0,0,2,0,0
6,,244,alpha,yellow,0,3,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0
6,,245,alpha,yellow,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
6,,246,alpha,green,0,2,34,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,2,0,0
6,,247,alpha,red,0,2,25,0,0,1,0,9,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0
6,,248,alpha,yellow,0,0,6,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,10,0,2,0,0,0,0,0,4,0,0,0,3,0,14,0,0
6,,249,alpha,yellow,0,0,16,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,13,0,0
6,,250,alpha,grey,1,0,3,0,0,0,0,18,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,2,0,20,0,0
6,,251,alpha,red,0,0,12,0,0,0,0,6,0,0,1,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,3,0,19,0,0
6,,252,alpha,red,0,0,4,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,7,0,0
6,,253,alpha,green,0,0,22,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,5,0,1,0,0,0,0,0,10,0,0,0,2,0,7,0,0
6,,254,alpha,green,0,0,23,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,6,0,0
6,,255,alpha,grey,0,0,20,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,1,0,4,0,0
6,,256,alpha,grey,0,0,12,0,0,0,0,8,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,0,0,2,0,3,0,0
6,,257,alpha,yellow,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,4,0,0,0,0,0,2,0,0,0,1,0,11,0,0
6,,258,alpha,yellow,0,0,4,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,0
6,,259,alpha,red,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0
6,,260,alpha,red,0,0,12,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,9,0,7,0,0
6,,261,alpha,green,0,0,12,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,7,0,0
6,,262,alpha,green,0,0,6,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,3,0,3,0,0
6,,263,alpha,grey,0,0,8,0,0,0,0,10,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0
6,,264,alpha,grey,0,0,7,0,0,0,0,5,0,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,15,0,0
6,,265,alpha,yellow,0,0,4,0,0,0,0,12,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0
6,,266,alpha,yellow,0,0,2,0,0,0,0,10,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
6,,267,alpha,red,0,0,16,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,1,0
6,,268,alpha,red,0,0,6,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0
6,,269,alpha,green,0,0,18,0,0,0,0,6,0,0,1,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,3,0,19,0,0
6,,270,alpha,green,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,7,0,0
6,,271,alpha,grey,0,0,6,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,20,5,0
6,,272,alpha,grey,0,0,18,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,3,0
6,,273,alpha,yellow,0,0,14,0,0,0,0,10,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0
6,,274,alpha,yellow,0,0,16,0,0,0,0,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,17,0,0
6,,275,alpha,red,0,0,20,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0
6,,276,alpha,green,0,0,18,0,0,0,0,4,0,1,1,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,22,0,0
6,,277,alpha,green,0,0,20,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,9,0,0
6,,278,alpha,green,0,0,14,0,0,0,0,12,0,0,4,10,0,0,0,0,2,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,6,0,0
6,,279,alpha,grey,0,0,20,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,7,0,15,0,0
6,,280,alpha,grey,0,0,14,0,0,0,0,6,0,0,1,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,5,0,11,0,0
6,,281,alpha,yellow,0,0,18,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,7,0,0,0,0,0,6,0,0,0,9,0,20,0,0
6,,282,alpha,yellow,0,0,30,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,25,0,0
6,,283,alpha,red,0,0,22,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,3,0,7,0,0
6,,284,alpha,red,0,0,48,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,6,0,0,0,4,0,8,0,0
6,,285,alpha,green,0,0,30,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,14,0,6,0,0
6,,286,alpha,green,0,0,40,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,12,0,0
6,,287,alpha,grey,0,0,36,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,10,0,0
6,,288,alpha,grey,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0
6,,289,alpha,yellow,0,0,38,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,10,0,0
6,,290,alpha,yellow,0,0,34,0,0,3,0,6,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,8,0,0
6,,291,alpha,red,0,0,24,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,2,0,9,0,0
6,,292,alpha,red,0,0,40,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,7,0,0
6,,293,alpha,green,0,0,20,0,0,1,0,12,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,6,0,5,0,0
6,,294,alpha,green,0,0,1,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,15,0,0
6,,295,alpha,green,0,0,38,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,0,1,0,13,0,0
6,,296,alpha,grey,0,0,26,0,0,0,0,2,0,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,10,0,0
6,,297,alpha,grey,0,0,34,0,0,1,0,3,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,3,0,0
6,,298,alpha,yellow,0,0,46,0,0,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,11,0,0
6,,299,alpha,yellow,0,0,44,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,0,0,0,0,0,10,0,0
6,,300,alpha,red,1,0,24,0,0,0,0,3,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12,0,0
6,,301,alpha,red,0,0,24,0,0,3,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0
6,,302,alpha,green,0,0,58,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0
6,,303,alpha,green,0,0,22,0,0,1,0,2,0,0,0,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,3,0,0
6,,304,alpha,grey,0,0,36,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,23,0,0
6,,305,alpha,grey,0,0,20,0,0,0,0,7,0,0,2,8,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,14,0,0
6,,306,alpha,yellow,0,0,16,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
6,,307,alpha,yellow,0,0,50,0,0,1,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,0,0
6,,308,alpha,red,0,0,60,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0
6,,309,alpha,red,0,0,36,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,0,0
6,,310,alpha,green,0,0,81,0,0,0,0,2,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,0
6,,311,alpha,green,0,0,56,0,0,0,0,7,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,0,0
6,,312,alpha,red,0,0,34,0,0,0,0,19,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0
6,,313,alpha,red,0,0,38,0,0,0,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,0,0
6,,314,alpha,green,0,0,26,0,0,0,0,13,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,13,0,0
6,,315,alpha,green,0,0,38,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0
6,,316,alpha,grey,0,0,18,0,0,2,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,16,0,0
6,,317,alpha,grey,0,0,22,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,11,0,0
6,,318,alpha,yellow,0,0,2,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,2,0,0,0,0,0,3,0,0
6,,319,alpha,yellow,0,0,5,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,,320,alpha,yellow,0,0,5,0,0,0,0,9,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,,321,alpha,red,0,0,14,0,0,0,0,6,0,0,2,2,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0
